year,date,gid
2025,2025-04-27,778154
2025,2025-04-27,778170
2025,2025-04-27,778153
2025,2025-04-27,778156
2025,2025-04-27,778157
2025,2025-04-27,778155
2025,2025-04-27,778144
2025,2025-04-27,778152
2025,2025-04-27,778150
2025,2025-04-27,778148
2025,2025-04-27,778151
2025,2025-04-27,778149
2025,2025-04-27,778145
2025,2025-04-27,778146
2025,2025-04-27,778147
2025,2025-04-27,778136
2025,2025-04-27,778158
2025,2025-04-28,778138
2025,2025-04-28,778139
2025,2025-04-28,778140
2025,2025-04-28,778141
2025,2025-04-29,778143
2025,2025-04-29,778142
2025,2025-04-29,778137
2025,2025-04-29,778132
2025,2025-04-29,778129
2025,2025-04-29,778133
2025,2025-04-29,778135
2025,2025-04-29,778131
2025,2025-04-29,778128
2025,2025-04-29,778127
2025,2025-04-29,778130
2025,2025-04-29,778125
2025,2025-04-30,778122
2025,2025-04-30,778124
2025,2025-04-30,778120
2025,2025-04-30,778121
2025,2025-04-30,778126
2025,2025-04-30,778123
2025,2025-04-30,778134
2025,2025-04-30,778119
2025,2025-04-30,778110
2025,2025-04-30,778102
2025,2025-04-30,778109
2025,2025-04-30,778104
2025,2025-04-30,778105
2025,2025-04-30,778116
2025,2025-04-30,778115
2025,2025-04-30,778112
2025,2025-04-30,778118
2025,2025-04-30,778113
2025,2025-04-30,778114
2025,2025-04-30,778117
2025,2025-04-30,778111
2025,2025-05-01,778106
2025,2025-05-01,778100
2025,2025-05-01,778107
2025,2025-05-01,778103
2025,2025-05-01,778097
2025,2025-05-01,778108
2025,2025-05-01,778094
2025,2025-05-01,778096
2025,2025-05-01,778099
2025,2025-05-01,778095
2025,2025-05-02,778101
2025,2025-05-02,778098
2025,2025-05-02,778087
2025,2025-05-02,778090
2025,2025-05-02,778086
2025,2025-05-02,778093
2025,2025-05-02,778088
2025,2025-05-02,778081
2025,2025-05-02,778089
2025,2025-05-02,778091
2025,2025-05-02,778092
2025,2025-05-02,778079
2025,2025-05-03,778083
2025,2025-05-03,778080
2025,2025-05-03,778084
2025,2025-05-03,778085
2025,2025-05-03,778082
2025,2025-05-03,778074
2025,2025-05-03,778066
2025,2025-05-03,778064
2025,2025-05-03,778065
2025,2025-05-03,778069
2025,2025-05-03,778073
2025,2025-05-03,778075
2025,2025-05-03,778078
2025,2025-05-03,778077
2025,2025-05-03,778070
2025,2025-05-03,778071
2025,2025-05-03,778072
2025,2025-05-03,778076
2025,2025-05-04,778067
2025,2025-05-04,778068
2025,2025-05-04,778053
2025,2025-05-04,778062
2025,2025-05-04,778051
2025,2025-05-04,778063
2025,2025-05-04,778057
2025,2025-05-04,778056
2025,2025-05-04,778061
2025,2025-05-04,778059
2025,2025-05-04,778055
2025,2025-05-04,778054
2025,2025-05-04,778052
2025,2025-05-04,778048
2025,2025-05-04,778050
2025,2025-05-04,778058
2025,2025-05-04,778060
2025,2025-05-05,778047
2025,2025-05-05,778045
2025,2025-05-05,778049
2025,2025-05-05,778044
2025,2025-05-05,778043
2025,2025-05-05,778042
2025,2025-05-05,778036
2025,2025-05-06,778039
2025,2025-05-06,778038
2025,2025-05-06,778046
2025,2025-05-06,778026
2025,2025-05-06,778035
2025,2025-05-06,778037
2025,2025-05-06,778040
2025,2025-05-06,778041
2025,2025-05-06,778034
2025,2025-05-06,778027
2025,2025-05-06,778028
2025,2025-05-06,778033
2025,2025-05-06,778031
2025,2025-05-06,778030
2025,2025-05-07,778025
2025,2025-05-07,778032
2025,2025-05-07,778024
2025,2025-05-08,778029
2025,2025-05-07,778022
2025,2025-05-07,778015
2025,2025-05-07,778016
2025,2025-05-07,778020
2025,2025-05-07,778010
2025,2025-05-07,778014
2025,2025-05-07,778017
2025,2025-05-07,778018
2025,2025-05-07,778021
2025,2025-05-07,778019
2025,2025-05-07,778023
2025,2025-05-07,778011
2025,2025-05-07,778012
2025,2025-05-08,778013
2025,2025-05-08,778009
2025,2025-05-08,778007
2025,2025-05-08,778006
2025,2025-05-08,778008
2025,2025-05-08,778004
2025,2025-05-08,778005
2025,2025-05-08,778003
2025,2025-05-09,778000
2025,2025-05-09,777999
2025,2025-05-09,777996
2025,2025-05-09,777998
2025,2025-05-09,777995
2025,2025-05-09,778002
2025,2025-05-09,778001
2025,2025-05-09,777997
2025,2025-05-09,777990
2025,2025-05-09,777991
2025,2025-05-10,777989
2025,2025-05-10,777992
2025,2025-05-10,777993
2025,2025-05-10,777986
2025,2025-05-10,777988
2025,2025-05-10,777984
2025,2025-05-10,777994
2025,2025-05-10,777980
2025,2025-05-10,777985
2025,2025-05-10,777972
2025,2025-05-10,777981
2025,2025-05-10,777987
2025,2025-05-10,777983
2025,2025-05-10,777979
2025,2025-05-10,777977
2025,2025-05-10,777978
2025,2025-05-10,777982
2025,2025-05-10,777974
2025,2025-05-11,777975
2025,2025-05-11,777976
2025,2025-05-11,777973
2025,2025-05-11,777970
2025,2025-05-11,777968
2025,2025-05-11,777962
2025,2025-05-11,777967
2025,2025-05-11,777969
2025,2025-05-11,777964
2025,2025-05-11,777963
2025,2025-05-11,777965
2025,2025-05-11,777956
2025,2025-05-11,777966
2025,2025-05-11,777955
2025,2025-05-11,777957
2025,2025-05-11,777961
2025,2025-05-11,777954
2025,2025-05-11,777958
2025,2025-05-11,777971
2025,2025-05-12,777960
2025,2025-05-12,777951
2025,2025-05-12,777953
2025,2025-05-12,777950
2025,2025-05-12,777959
2025,2025-05-12,777952
2025,2025-05-13,777949
2025,2025-05-13,777948
2025,2025-05-13,777947
2025,2025-05-13,777941
2025,2025-05-13,777939
2025,2025-05-13,777944
2025,2025-05-13,777940
2025,2025-05-13,777945
2025,2025-05-13,777935
2025,2025-05-13,777943
2025,2025-05-13,777942
2025,2025-05-13,777936
2025,2025-05-14,777934
2025,2025-05-14,777931
2025,2025-05-14,777932
2025,2025-05-14,777926
2025,2025-05-14,777930
2025,2025-05-14,777937
2025,2025-05-14,777938
2025,2025-05-14,777933
2025,2025-05-14,777924
2025,2025-05-14,777922
2025,2025-05-14,777925
2025,2025-05-14,777916
2025,2025-05-14,777915
2025,2025-05-14,777927
2025,2025-05-14,777923
2025,2025-05-14,777919
2025,2025-05-14,777928
2025,2025-05-14,777929
2025,2025-05-14,777921
2025,2025-05-15,777918
2025,2025-05-15,777920
2025,2025-05-15,777914
2025,2025-05-15,777917
2025,2025-05-15,777909
2025,2025-05-15,777911
2025,2025-05-15,777912
2025,2025-05-15,777913
2025,2025-05-16,777910
2025,2025-05-16,777946
2025,2025-05-16,777900
2025,2025-05-16,777902
2025,2025-05-16,777905
2025,2025-05-16,777907
2025,2025-05-16,777904
2025,2025-05-16,777906
2025,2025-05-16,777908
2025,2025-05-16,777903
2025,2025-05-16,777901
2025,2025-05-17,777895
2025,2025-05-17,777898
2025,2025-05-17,777897
2025,2025-05-17,777896
2025,2025-05-17,777899
2025,2025-05-17,777891
2025,2025-05-17,777888
2025,2025-05-17,777881
2025,2025-05-17,777886
2025,2025-05-17,777890
2025,2025-05-17,777889
2025,2025-05-17,777894
2025,2025-05-17,777892
2025,2025-05-17,777882
2025,2025-05-17,777885
2025,2025-05-17,777893
2025,2025-05-17,777883
2025,2025-05-18,777887
2025,2025-05-18,777875
2025,2025-05-18,777879
2025,2025-05-18,777884
2025,2025-05-18,777869
2025,2025-05-18,777873
2025,2025-05-18,777880
2025,2025-05-18,777876
2025,2025-05-18,777871
2025,2025-05-18,777874
2025,2025-05-18,777877
2025,2025-05-18,777864
2025,2025-05-18,777865
2025,2025-05-18,777872
2025,2025-05-18,777867
2025,2025-05-18,777870
2025,2025-05-18,777866
2025,2025-05-18,777868
2025,2025-05-18,777878
2025,2025-05-19,777859
2025,2025-05-19,777863
2025,2025-05-19,777856
2025,2025-05-19,777858
2025,2025-05-21,777861
2025,2025-05-19,777857
2025,2025-05-19,777860
2025,2025-05-19,777862
2025,2025-05-20,777852
2025,2025-05-20,777855
2025,2025-05-20,777853
2025,2025-05-20,777854
2025,2025-05-20,777847
2025,2025-05-20,777850
2025,2025-05-20,777851
2025,2025-05-20,777841
2025,2025-05-20,777848
2025,2025-05-20,777849
2025,2025-05-20,777845
2025,2025-05-20,777846
2025,2025-05-20,777844
2025,2025-05-20,777840
2025,2025-05-21,777842
2025,2025-05-21,777836
2025,2025-05-21,777843
2025,2025-05-21,777838
2025,2025-09-20,777839
2025,2025-05-21,777834
2025,2025-05-21,777832
2025,2025-05-21,777833
2025,2025-05-21,777826
2025,2025-05-21,777827
2025,2025-05-21,777830
2025,2025-05-21,777819
2025,2025-05-21,777829
2025,2025-05-21,777831
2025,2025-05-21,777835
2025,2025-05-21,777837
2025,2025-05-22,777823
2025,2025-05-22,777828
2025,2025-05-22,777824
2025,2025-09-16,777825
2025,2025-05-22,777818
2025,2025-05-22,777816
2025,2025-05-22,777817
2025,2025-05-22,777812
2025,2025-05-22,777821
2025,2025-05-22,777814
2025,2025-05-22,777820
2025,2025-05-23,777822
2025,2025-05-23,777815
2025,2025-05-23,777811
2025,2025-05-23,777806
2025,2025-05-23,777801
2025,2025-05-23,777810
2025,2025-05-23,777807
2025,2025-05-23,777808
2025,2025-05-23,777813
2025,2025-05-23,777805
2025,2025-05-24,777800
2025,2025-05-24,777799
2025,2025-05-24,777797
2025,2025-05-24,777802
2025,2025-05-24,777798
2025,2025-05-24,777804
2025,2025-05-24,777809
2025,2025-05-24,777790
2025,2025-05-24,777788
2025,2025-05-24,777786
2025,2025-05-24,777793
2025,2025-05-24,777794
2025,2025-05-24,777791
2025,2025-05-24,777787
2025,2025-05-24,777803
2025,2025-05-24,777792
2025,2025-05-24,777782
2025,2025-05-24,777795
2025,2025-05-24,777796
2025,2025-05-24,777789
2025,2025-05-25,777784
2025,2025-05-25,777781
2025,2025-05-25,777780
2025,2025-05-25,777785
2025,2025-05-25,777778
2025,2025-05-25,777776
2025,2025-05-25,777779
2025,2025-05-25,777775
2025,2025-05-25,777774
2025,2025-05-25,777772
2025,2025-05-25,777777
2025,2025-05-25,777766
2025,2025-05-25,777768
2025,2025-05-25,777765
2025,2025-05-25,777767
2025,2025-05-25,777783
2025,2025-05-25,777773
2025,2025-05-26,777770
2025,2025-05-26,777764
2025,2025-05-26,777757
2025,2025-05-26,777771
2025,2025-05-26,777759
2025,2025-05-26,777760
2025,2025-05-26,777758
2025,2025-05-26,777769
2025,2025-05-26,777762
2025,2025-05-27,777761
2025,2025-05-27,777756
2025,2025-05-27,777763
2025,2025-05-27,777753
2025,2025-05-27,777754
2025,2025-05-27,777755
2025,2025-05-27,777748
2025,2025-05-27,777746
2025,2025-05-27,777749
2025,2025-05-27,777750
2025,2025-05-27,777747
2025,2025-05-28,777751
2025,2025-05-28,777741
2025,2025-05-28,777752
2025,2025-05-28,777745
2025,2025-05-28,777744
2025,2025-05-28,777743
2025,2025-05-28,777742
2025,2025-05-28,777739
2025,2025-05-28,777738
2025,2025-05-28,777732
2025,2025-05-28,777737
2025,2025-05-28,777736
2025,2025-05-28,777734
2025,2025-05-28,777729
2025,2025-05-28,777726
2025,2025-05-28,777740
2025,2025-05-28,777733
2025,2025-05-29,777731
2025,2025-05-29,777724
2025,2025-05-29,777728
2025,2025-05-29,777730
2025,2025-05-29,777735
2025,2025-05-29,777723
2025,2025-05-29,777727
2025,2025-05-30,777725
2025,2025-05-30,777722
2025,2025-05-30,777712
2025,2025-05-30,777720
2025,2025-05-30,777715
2025,2025-05-30,777716
2025,2025-05-30,777721
2025,2025-05-30,777718
2025,2025-05-30,777717
2025,2025-05-30,777719
2025,2025-05-31,777709
2025,2025-05-31,777711
2025,2025-05-31,777714
2025,2025-05-31,777710
2025,2025-05-31,777707
2025,2025-05-31,777713
2025,2025-05-31,777708
2025,2025-05-31,777704
2025,2025-05-31,777701
2025,2025-05-31,777697
2025,2025-05-31,777699
2025,2025-05-31,777702
2025,2025-05-31,777703
2025,2025-05-31,777694
2025,2025-05-31,777700
2025,2025-05-31,777693
2025,2025-05-31,777706
2025,2025-05-31,777705
2025,2025-05-31,777695
2025,2025-05-31,777698
2025,2025-06-01,777691
2025,2025-06-01,777696
2025,2025-06-01,777678
2025,2025-06-01,777692
2025,2025-06-01,777684
2025,2025-06-01,777688
2025,2025-06-01,777685
2025,2025-06-01,777683
2025,2025-06-01,777686
2025,2025-06-01,777689
2025,2025-06-01,777677
2025,2025-06-01,777690
2025,2025-06-01,777687
2025,2025-06-01,777679
2025,2025-06-01,777680
2025,2025-06-01,777681
2025,2025-06-01,777682
2025,2025-06-02,777673
2025,2025-06-02,777670
2025,2025-06-02,777671
2025,2025-06-02,777674
2025,2025-06-03,777676
2025,2025-06-03,777669
2025,2025-06-03,777675
2025,2025-06-03,777663
2025,2025-06-03,777666
2025,2025-06-03,777659
2025,2025-06-03,777664
2025,2025-06-03,777665
2025,2025-06-03,777667
2025,2025-06-03,777668
2025,2025-06-03,777672
2025,2025-06-03,777662
2025,2025-06-03,777661
2025,2025-06-03,777660
2025,2025-06-04,777655
2025,2025-06-04,777656
2025,2025-06-04,777658
2025,2025-06-04,777657
2025,2025-06-04,777652
2025,2025-06-04,777647
2025,2025-06-04,777649
2025,2025-06-04,777648
2025,2025-06-04,777650
2025,2025-06-04,777653
2025,2025-06-04,777651
2025,2025-06-04,777654
2025,2025-06-04,777646
2025,2025-06-04,777639
2025,2025-06-05,777645
2025,2025-06-05,777641
2025,2025-06-05,777643
2025,2025-06-05,777638
2025,2025-06-05,777642
2025,2025-06-05,777640
2025,2025-06-05,777635
2025,2025-06-05,777634
2025,2025-06-05,777637
2025,2025-06-05,777636
2025,2025-06-05,777628
2025,2025-06-05,777633
2025,2025-06-05,777631
2025,2025-06-05,777630
2025,2025-06-05,777632
2025,2025-06-05,777644
2025,2025-06-05,777629
2025,2025-06-06,777625
2025,2025-06-06,777621
2025,2025-06-06,777624
2025,2025-06-06,777627
2025,2025-06-07,777623
2025,2025-06-06,777626
2025,2025-06-06,777622
2025,2025-06-06,777618
2025,2025-06-07,777615
2025,2025-06-07,777617
2025,2025-06-07,777620
2025,2025-06-07,777616
2025,2025-06-07,777614
2025,2025-06-07,777613
2025,2025-06-07,777619
2025,2025-06-07,777609
2025,2025-06-07,777600
2025,2025-06-07,777601
2025,2025-06-07,777610
2025,2025-06-07,777607
2025,2025-06-07,777598
2025,2025-06-07,777612
2025,2025-06-07,777608
2025,2025-06-07,777606
2025,2025-06-07,777611
2025,2025-06-07,777605
2025,2025-06-07,777597
2025,2025-06-08,777603
2025,2025-06-08,777604
2025,2025-06-08,777599
2025,2025-06-08,777592
2025,2025-06-08,777586
2025,2025-06-08,777596
2025,2025-06-08,777595
2025,2025-06-08,777602
2025,2025-06-08,777594
2025,2025-06-08,777591
2025,2025-06-08,777585
2025,2025-06-08,777590
2025,2025-06-08,777582
2025,2025-06-08,777583
2025,2025-06-08,777588
2025,2025-06-08,777587
2025,2025-06-08,777589
2025,2025-06-08,777593
2025,2025-06-09,777580
2025,2025-06-09,777574
2025,2025-06-09,777578
2025,2025-06-09,777584
2025,2025-06-09,777575
2025,2025-06-09,777581
2025,2025-06-10,777576
2025,2025-06-10,777579
2025,2025-06-10,777577
2025,2025-06-10,777573
2025,2025-06-10,777569
2025,2025-06-10,777566
2025,2025-06-10,777571
2025,2025-06-10,777570
2025,2025-06-10,777565
2025,2025-06-10,777557
2025,2025-06-10,777572
2025,2025-06-10,777568
2025,2025-06-10,777558
2025,2025-06-11,777567
2025,2025-06-11,777563
2025,2025-06-11,777564
2025,2025-06-11,777560
2025,2025-06-11,777559
2025,2025-06-11,777552
2025,2025-06-11,777553
2025,2025-06-11,777549
2025,2025-06-11,777554
2025,2025-06-11,777545
2025,2025-06-11,777548
2025,2025-06-11,777542
2025,2025-06-11,777543
2025,2025-06-11,777562
2025,2025-06-11,777555
2025,2025-06-11,777561
2025,2025-06-11,777556
2025,2025-06-11,777551
2025,2025-06-12,777550
2025,2025-06-12,777547
2025,2025-06-12,777544
2025,2025-06-12,777533
2025,2025-06-12,777534
2025,2025-06-12,777540
2025,2025-06-12,777536
2025,2025-06-12,777532
2025,2025-06-13,777541
2025,2025-06-13,777546
2025,2025-06-13,777526
2025,2025-06-13,777531
2025,2025-06-13,777530
2025,2025-06-13,777539
2025,2025-06-13,777538
2025,2025-06-13,777528
2025,2025-06-13,777537
2025,2025-06-13,777535
2025,2025-06-14,777524
2025,2025-06-14,777529
2025,2025-06-14,777527
2025,2025-06-14,777525
2025,2025-06-14,777521
2025,2025-06-14,777520
2025,2025-06-14,777522
2025,2025-06-14,777514
2025,2025-06-14,777517
2025,2025-06-14,777513
2025,2025-06-14,777519
2025,2025-06-14,777509
2025,2025-06-14,777508
2025,2025-06-14,777511
2025,2025-06-14,777518
2025,2025-06-14,777510
2025,2025-06-14,777523
2025,2025-06-14,777512
2025,2025-06-14,777515
2025,2025-06-14,777516
2025,2025-06-15,777507
2025,2025-06-15,777506
2025,2025-06-15,777505
2025,2025-06-15,777501
2025,2025-06-15,777499
2025,2025-06-15,777504
2025,2025-06-15,777503
2025,2025-06-15,777500
2025,2025-06-15,777502
2025,2025-06-15,777496
2025,2025-06-15,777494
2025,2025-06-15,777492
2025,2025-06-15,777497
2025,2025-06-15,777493
2025,2025-06-15,777491
2025,2025-06-15,777495
2025,2025-06-15,777498
2025,2025-06-16,777483
2025,2025-06-16,777488
2025,2025-06-16,777487
